Epoch:1   Accuracy:85.25
Epoch:2   Accuracy:86.07
Epoch:3   Accuracy:83.96
Epoch:4   Accuracy:81.30
Epoch:5   Accuracy:74.73
Epoch:6   Accuracy:87.80
Epoch:7   Accuracy:88.03
Epoch:8   Accuracy:88.99
Epoch:9   Accuracy:89.24
Epoch:10   Accuracy:89.24
Epoch:11   Accuracy:89.98
Epoch:12   Accuracy:90.07
Epoch:13   Accuracy:90.24
Epoch:14   Accuracy:89.76
Epoch:15   Accuracy:89.95
Epoch:16   Accuracy:90.31
Epoch:17   Accuracy:90.13
Epoch:18   Accuracy:90.50
Epoch:19   Accuracy:90.46
Epoch:20   Accuracy:90.79
Epoch:21   Accuracy:90.42
Epoch:22   Accuracy:90.94
Epoch:23   Accuracy:90.59
Epoch:24   Accuracy:90.79
Epoch:25   Accuracy:90.71
Epoch:26   Accuracy:90.82
Epoch:27   Accuracy:90.99
Epoch:28   Accuracy:91.07
Epoch:29   Accuracy:91.06
Epoch:30   Accuracy:91.06
Epoch:31   Accuracy:91.23
Epoch:32   Accuracy:91.20
Epoch:33   Accuracy:91.31
Epoch:34   Accuracy:91.17
Epoch:35   Accuracy:91.51
Epoch:36   Accuracy:91.31
Epoch:37   Accuracy:91.47
Epoch:38   Accuracy:91.46
Epoch:39   Accuracy:91.25
Epoch:40   Accuracy:91.18
Epoch:41   Accuracy:91.75
Epoch:42   Accuracy:91.66
Epoch:43   Accuracy:91.62
Epoch:44   Accuracy:91.43
Epoch:45   Accuracy:91.22
Epoch:46   Accuracy:91.29
Epoch:47   Accuracy:91.96
Epoch:48   Accuracy:91.12
Epoch:49   Accuracy:91.48
Epoch:50   Accuracy:91.16
Epoch:51   Accuracy:91.35
Epoch:52   Accuracy:91.72
Epoch:53   Accuracy:90.71
Epoch:54   Accuracy:90.95
Epoch:55   Accuracy:91.52
Epoch:56   Accuracy:91.59
Epoch:57   Accuracy:91.48
Epoch:58   Accuracy:91.69
Epoch:59   Accuracy:91.57
Epoch:60   Accuracy:91.42
Epoch:61   Accuracy:91.59
Epoch:62   Accuracy:91.84
Epoch:63   Accuracy:91.23
Epoch:64   Accuracy:91.28
Epoch:65   Accuracy:91.68
Epoch:66   Accuracy:91.22
Epoch:67   Accuracy:91.51
Epoch:68   Accuracy:91.45
Epoch:69   Accuracy:90.59
Epoch:70   Accuracy:91.44
Epoch:71   Accuracy:91.07
Epoch:72   Accuracy:91.18
Epoch:73   Accuracy:91.58
Epoch:74   Accuracy:91.73
Epoch:75   Accuracy:91.85
Epoch:76   Accuracy:91.60
Epoch:77   Accuracy:90.28
Epoch:78   Accuracy:91.03
Epoch:79   Accuracy:91.10
Epoch:80   Accuracy:91.32
Epoch:81   Accuracy:91.75
Epoch:82   Accuracy:91.15
Epoch:83   Accuracy:91.34
Epoch:84   Accuracy:91.02
Epoch:85   Accuracy:90.87
Epoch:86   Accuracy:91.66
Epoch:87   Accuracy:91.75
Epoch:88   Accuracy:91.24
Epoch:89   Accuracy:91.77
Epoch:90   Accuracy:91.28
Epoch:91   Accuracy:91.29
Epoch:92   Accuracy:91.22
Epoch:93   Accuracy:91.71
Epoch:94   Accuracy:91.49
Epoch:95   Accuracy:91.56
Epoch:96   Accuracy:91.15
Epoch:97   Accuracy:91.01
Epoch:98   Accuracy:91.59
Epoch:99   Accuracy:91.29
Epoch:100   Accuracy:91.76
Epoch:101   Accuracy:91.44
Epoch:102   Accuracy:91.42
Epoch:103   Accuracy:91.59
Epoch:104   Accuracy:91.67
Epoch:105   Accuracy:91.36
Epoch:106   Accuracy:91.75
Epoch:107   Accuracy:91.43
Epoch:108   Accuracy:91.33
Epoch:109   Accuracy:91.29
Epoch:110   Accuracy:91.29
Epoch:111   Accuracy:91.43
Epoch:112   Accuracy:91.07
Epoch:113   Accuracy:91.06
Epoch:114   Accuracy:91.61
Epoch:115   Accuracy:91.43
Epoch:116   Accuracy:91.16
Epoch:117   Accuracy:91.65
Epoch:118   Accuracy:91.47
Epoch:119   Accuracy:91.39
Epoch:120   Accuracy:91.54
Epoch:121   Accuracy:91.45
Epoch:122   Accuracy:91.16
Epoch:123   Accuracy:91.39
Epoch:124   Accuracy:91.70
Epoch:125   Accuracy:91.52
Epoch:126   Accuracy:91.31
Epoch:127   Accuracy:91.57
Epoch:128   Accuracy:91.76
Epoch:129   Accuracy:91.21
Epoch:130   Accuracy:91.33
Epoch:131   Accuracy:91.87
Epoch:132   Accuracy:91.33
Epoch:133   Accuracy:91.68
Epoch:134   Accuracy:91.32
Epoch:135   Accuracy:91.64
Epoch:136   Accuracy:91.85
Epoch:137   Accuracy:91.37
Epoch:138   Accuracy:91.58
Epoch:139   Accuracy:91.41
Epoch:140   Accuracy:91.34
Epoch:141   Accuracy:91.16
Epoch:142   Accuracy:91.62
Epoch:143   Accuracy:91.66
Epoch:144   Accuracy:91.45
Epoch:145   Accuracy:91.35
Epoch:146   Accuracy:91.70
Epoch:147   Accuracy:91.27
Epoch:148   Accuracy:91.29
Epoch:149   Accuracy:91.62
Epoch:150   Accuracy:91.70
Epoch:151   Accuracy:92.14
Epoch:152   Accuracy:92.25
Epoch:153   Accuracy:92.32
Epoch:154   Accuracy:92.51
Epoch:155   Accuracy:92.58
Epoch:156   Accuracy:92.54
Epoch:157   Accuracy:92.65
Epoch:158   Accuracy:92.64
Epoch:159   Accuracy:92.79
Epoch:160   Accuracy:92.65
Epoch:161   Accuracy:92.73
Epoch:162   Accuracy:92.85
Epoch:163   Accuracy:92.91
Epoch:164   Accuracy:92.60
Epoch:165   Accuracy:92.70
Epoch:166   Accuracy:92.54
Epoch:167   Accuracy:92.71
Epoch:168   Accuracy:92.82
Epoch:169   Accuracy:92.67
Epoch:170   Accuracy:92.72
Epoch:171   Accuracy:92.70
Epoch:172   Accuracy:92.73
Epoch:173   Accuracy:92.76
Epoch:174   Accuracy:92.57
Epoch:175   Accuracy:92.65
Epoch:176   Accuracy:92.60
Epoch:177   Accuracy:92.66
Epoch:178   Accuracy:92.84
Epoch:179   Accuracy:92.71
Epoch:180   Accuracy:92.69
Epoch:181   Accuracy:92.86
Epoch:182   Accuracy:92.80
Epoch:183   Accuracy:92.99
Epoch:184   Accuracy:93.13
Epoch:185   Accuracy:92.88
Epoch:186   Accuracy:92.90
Epoch:187   Accuracy:92.93
Epoch:188   Accuracy:92.83
Epoch:189   Accuracy:92.99
Epoch:190   Accuracy:93.00
Epoch:191   Accuracy:92.79
Epoch:192   Accuracy:92.77
Epoch:193   Accuracy:92.66
Epoch:194   Accuracy:92.86
Epoch:195   Accuracy:93.05
Epoch:196   Accuracy:92.91
Epoch:197   Accuracy:92.96
Epoch:198   Accuracy:93.17
Epoch:199   Accuracy:92.98
Epoch:200   Accuracy:92.76
Epoch:201   Accuracy:92.88
Epoch:202   Accuracy:93.08
Epoch:203   Accuracy:93.08
Epoch:204   Accuracy:92.98
Epoch:205   Accuracy:92.67
Epoch:206   Accuracy:93.00
Epoch:207   Accuracy:93.12
Epoch:208   Accuracy:93.12
Epoch:209   Accuracy:93.12
Epoch:210   Accuracy:92.96
Epoch:211   Accuracy:93.05
Epoch:212   Accuracy:93.02
Epoch:213   Accuracy:92.93
Epoch:214   Accuracy:92.60
Epoch:215   Accuracy:92.88
Epoch:216   Accuracy:92.92
Epoch:217   Accuracy:93.01
Epoch:218   Accuracy:92.83
Epoch:219   Accuracy:92.92
Epoch:220   Accuracy:93.05
Epoch:221   Accuracy:92.83
Epoch:222   Accuracy:93.22
Epoch:223   Accuracy:93.16
Epoch:224   Accuracy:93.03
Epoch:225   Accuracy:93.20
Epoch:226   Accuracy:93.06
Epoch:227   Accuracy:93.05
