epoch,w_net_1_0,w_net_1_1,w_net_1_2,w_net_1_3,w_net_1_4,w_net_1_5,w_net_1_6,w_net_1_7,w_net_1_8,w_net_1_9,w_net_2_0,w_net_2_1,w_net_2_2,w_net_2_3,w_net_2_4,w_net_2_5,w_net_2_6,w_net_2_7,w_net_2_8,w_net_2_9
6,0.45299653293709763,0.46134712963884184,0.4605725765946761,0.47678832116788317,0.45996162778955874,0.4778067885117494,0.4365998589988922,0.4562073121735638,0.44499602859412235,0.45115235570059153,0.4533320051797989,0.4609110801670976,0.46465747992465534,0.478131634819533,0.45939514129895886,0.48457486832204655,0.44127936031984016,0.454803117724466,0.4463949221461866,0.45100864553314124
6,0.09894,0.10077,0.1006,0.10414,0.10046,0.10436,0.09536,0.09964,0.09719,0.09854,0.09867,0.10032,0.10113,0.10407,0.09999,0.10547,0.09605,0.09899,0.09716,0.09816
7,0.4692049272116463,0.46784438269154416,0.482461297276112,0.49451875691441205,0.4704344328238135,0.49794403770935713,0.4550821607792974,0.4677859815919895,0.4530804755821951,0.45973496432212024,0.46657518133699283,0.46673346693386775,0.4764122291961935,0.4927835051546392,0.4673539518900345,0.49737711288129016,0.4520466679849713,0.46501151266393026,0.4503634372199541,0.46032707450030275
7,0.0992,0.09995,0.10144,0.10448,0.10008,0.10496,0.09592,0.09939,0.0966,0.09798,0.09903,0.09986,0.1013,0.10452,0.09976,0.10571,0.09617,0.09902,0.09653,0.0981
8,0.47024044146629884,0.46826108619830586,0.4800654262931915,0.49701707467599265,0.472614571689869,0.5007905138339921,0.456640625,0.47142149578999504,0.4518489222859402,0.46177925881046145,0.4664138137538677,0.4671650838553243,0.48041072674708407,0.4995038698154396,0.47291242362525465,0.5057779612051176,0.4564602632862018,0.46991062562065533,0.45359192558875927,0.4650583192104475
8,0.09927,0.09962,0.10145,0.10468,0.10002,0.10526,0.09612,0.09948,0.09624,0.09786,0.09883,0.09944,0.10134,0.10483,0.09979,0.10606,0.09623,0.09908,0.09627,0.09813
9,0.4688427299703264,0.4658783445234993,0.4803564196030783,0.5056829511465603,0.47279910849964546,0.5074522356707012,0.45569245933957614,0.468040412123637,0.45477857776901076,0.45961850649350644,0.4691285658460336,0.46849204751358964,0.4802132458478573,0.4968318271527994,0.47358961557663504,0.5011192214111921,0.45267777002094345,0.4679627058123388,0.4524593435099271,0.4656427645357535
9,0.09918,0.09929,0.10143,0.10519,0.09996,0.10572,0.09613,0.0993,0.09617,0.09764,0.09893,0.09935,0.1014,0.10489,0.09988,0.10604,0.09611,0.09905,0.09613,0.09822
10,0.4708747321254626,0.4652673663168415,0.48008600389065226,0.5039420413381632,0.47363174160103694,0.5050709939148073,0.4552885083195485,0.469085078665197,0.45254525452545247,0.4616081312267284,0.4691610640163695,0.46686567164179094,0.48058740696037017,0.49984304698127036,0.47177870436285985,0.5061386138613861,0.4573402081914584,0.4710417078474006,0.4522191123550581,0.46133549827481224
10,0.09923,0.09907,0.10141,0.10543,0.09996,0.1059,0.09613,0.09924,0.09604,0.0976,0.09896,0.09919,0.10141,0.10502,0.09983,0.10621,0.0962,0.09913,0.096,0.09805
11,0.47011244821463793,0.4704435920133766,0.4816912805988266,0.5029694859717386,0.47587171545608953,0.5061752597529896,0.45371200797209765,0.47058823529411764,0.4540433925049311,0.4601706239079042,0.4682024020476472,0.4660515494935312,0.47937411095305826,0.49754640494986124,0.47223332001598073,0.4977079879059787,0.4548295732005079,0.4719556830547038,0.45379554158892266,0.4593772187848665
11,0.09925,0.09876,0.10159,0.10579,0.09993,0.10635,0.09617,0.09915,0.09574,0.09729,0.09906,0.09888,0.10149,0.10528,0.09983,0.1062,0.09626,0.09933,0.09579,0.09788
12,0.46907669760625303,0.4648000805720617,0.48043062682362414,0.5010172395331405,0.4720209339774557,0.5013415101571483,0.45544940534217193,0.46765471660324454,0.4513451345134514,0.4617318716685105,0.46765683017393,0.46497705048892446,0.48203172053804455,0.497258883248731,0.4725536992840096,0.5004472716429779,0.45016429353778764,0.4678899082568807,0.4511368169126446,0.4593384223918574
12,0.09921,0.0986,0.10147,0.10603,0.09996,0.10646,0.09616,0.09911,0.09564,0.09734,0.09902,0.09873,0.10165,0.10539,0.09998,0.10624,0.0961,0.09937,0.09575,0.09776
13,0.46888538794801093,0.4661170319726524,0.4791134715555101,0.4960413807663886,0.47112337728713094,0.4987356545419179,0.4589765996698709,0.4745663613330736,0.45068315548020343,0.46277928063320306,0.47079236552920767,0.4655708128696,0.4829055594093745,0.4965020576131687,0.47486256871564214,0.496873108735122,0.4523107177974435,0.46697683827247904,0.45076060848678945,0.4597771023302938
13,0.09917,0.09853,0.10145,0.10601,0.09992,0.10639,0.09627,0.09926,0.09561,0.0974,0.09929,0.09874,0.10184,0.10535,0.10014,0.10596,0.09601,0.09933,0.09571,0.09762
14,0.46785749337520866,0.46483395204173783,0.4796502864033766,0.4935077807513132,0.4730849895136323,0.4973897021189476,0.4514601420678769,0.4680786686838123,0.4504773269689738,0.4602118003025718,0.4698254850346105,0.4658977928017499,0.48077508369686517,0.49537892791127547,0.4727014410391718,0.49687530998908835,0.44899566758566356,0.4695902371266991,0.45176960444136016,0.46099867792128535
14,0.09927,0.09862,0.10156,0.10564,0.10007,0.10611,0.09622,0.0994,0.09556,0.09756,0.09939,0.0987,0.10193,0.10536,0.10017,0.10584,0.09591,0.09946,0.09575,0.09749
15,0.46814944883426,0.47212697168609774,0.4832214765100671,0.49451004764864304,0.47274549098196395,0.49402910185649784,0.44984529394151107,0.4687128712871287,0.44980237154150204,0.4621813623067279,0.4654814814814815,0.4676715589051963,0.4792706529489661,0.4955982392957182,0.4715252887295899,0.4988413098236776,0.45488245049263487,0.46764496076633044,0.449490452161868,0.4602561496239074
15,0.09924,0.099,0.10178,0.10534,0.10012,0.10575,0.09608,0.09948,0.09553,0.09768,0.09934,0.09884,0.10199,0.10529,0.10027,0.10565,0.09591,0.09943,0.09573,0.09755
16,0.46488294314381273,0.46775329510011066,0.4780844155844156,0.5021702207963766,0.46978161503301175,0.5013727560718056,0.4498567335243553,0.468010779518914,0.44884554140127386,0.4618635540350171,0.46947162426614486,0.4656169025313933,0.48278285312719604,0.4980480788987056,0.4699907663896584,0.5020706924780892,0.45009940357852884,0.4675544072344231,0.4506233920443301,0.4589352042921998
16,0.09916,0.09902,0.10177,0.10545,0.1,0.10569,0.09605,0.09951,0.09544,0.09789,0.09942,0.09885,0.10216,0.10534,0.1002,0.10586,0.09574,0.09927,0.09562,0.09755
17,0.4670576735092864,0.4666798497132687,0.47563946406820945,0.49223877487238255,0.4709794437726723,0.4961247915235947,0.4534428794992176,0.4676302318578741,0.45284688759956726,0.45972050965885736,0.46665343390234226,0.4660388699659388,0.4813347856223389,0.49552515173336076,0.46681528017023,0.4947620472912302,0.4531372549019608,0.46838709677419355,0.451049985211476,0.45882592743579287
17,0.09917,0.0992,0.10167,0.10518,0.10006,0.10557,0.09606,0.0996,0.0956,0.09789,0.09942,0.09894,0.10217,0.10531,0.1,0.10567,0.09591,0.09933,0.09566,0.09758
18,0.4703510669682368,0.4657356608478803,0.47607052896725444,0.4906160750713995,0.47080770394272464,0.49366583541147135,0.45134656968743847,0.4683443179548632,0.44905660377358503,0.46258985521919616,0.46952160493827166,0.467241898264272,0.47934305824747525,0.4923708302641271,0.4670562159983881,0.4967892586106246,0.4520978677409846,0.4693714399920055,0.4497555134218142,0.461105527638191
18,0.09935,0.0993,0.10166,0.10508,0.10016,0.10548,0.09585,0.09946,0.09564,0.098,0.09942,0.09906,0.10208,0.1052,0.09972,0.10572,0.09595,0.09949,0.09567,0.09769
19,0.4732589457483648,0.4668927004387715,0.49655436447166934,0.5157615308041146,0.4860817815319639,0.5048306614290264,0.4736452061139417,0.4686651242329746,0.45107877571500243,0.4619331867211227,0.4668113226156426,0.46833681280445383,0.4746402694152465,0.4935359715780123,0.46831342376999385,0.49625724828676865,0.4616996951219513,0.4709089106948161,0.44851975346064465,0.46533665835411475
19,0.09919,0.099,0.10198,0.10561,0.10032,0.10539,0.09642,0.09909,0.0953,0.09769,0.09929,0.09916,0.10181,0.10511,0.09953,0.10569,0.09648,0.09954,0.09553,0.09786
20,0.4670409447294551,0.46772591857001,0.4810165029867368,0.4953178905864958,0.46710124261560404,0.4974024651115413,0.4513656907054432,0.46531064343973416,0.4495192307692307,0.4588283074423799,0.47324636037058054,0.46796959826275786,0.47534081796311145,0.49306062819576335,0.4660487608301431,0.49443118536197295,0.44779948687586346,0.46564429396534557,0.45152187059060667,0.45917944467467886
20,0.09921,0.09888,0.10195,0.10571,0.10015,0.10559,0.09654,0.09901,0.09534,0.09761,0.09969,0.09924,0.10171,0.10508,0.09937,0.10558,0.09625,0.09952,0.09568,0.09789
21,0.47135542459665736,0.46595088975047216,0.48853277036752707,0.4942836543413328,0.4703123440774374,0.49592021758839533,0.45313601127554615,0.46697589996974886,0.4516424285569003,0.4587445314884525,0.46810176125244607,0.4646899729540219,0.48834970152127855,0.4913187267465895,0.4681632653061225,0.4963840899959824,0.45243938352802593,0.4676316847607559,0.44890584220036134,0.4586116170815624
21,0.09946,0.09878,0.10238,0.10536,0.10015,0.10534,0.09666,0.09895,0.09545,0.09746,0.09967,0.09924,0.102,0.10484,0.09933,0.10538,0.09639,0.09957,0.09565,0.09792
