epoch,w_net_1_0,w_net_1_1,w_net_1_2,w_net_1_3,w_net_1_4,w_net_1_5,w_net_1_6,w_net_1_7,w_net_1_8,w_net_1_9,w_net_2_0,w_net_2_1,w_net_2_2,w_net_2_3,w_net_2_4,w_net_2_5,w_net_2_6,w_net_2_7,w_net_2_8,w_net_2_9
6,0.45440173895860103,0.4619673436877738,0.460112812248187,0.4778839523199685,0.4593393272047682,0.47982594936708867,0.4379480965364031,0.45591484233781887,0.44487446660712515,0.45182012847965736,0.45418326693227096,0.46101694915254243,0.46351202954976534,0.47640759198388305,0.4594701855342792,0.48558592287532765,0.4409480183230433,0.4543612602573194,0.4459097669806642,0.4523197201933957
6,0.09913,0.10078,0.10037,0.10425,0.1002,0.10467,0.09554,0.09946,0.09705,0.09856,0.09887,0.10036,0.1009,0.10371,0.10002,0.10571,0.09599,0.09891,0.09707,0.09846
7,0.4669621273166801,0.4676458912266772,0.48485141806214294,0.4963356346255975,0.4706952303961197,0.4997516638521904,0.45907403789802703,0.47204417710284985,0.45288451990864853,0.46121785097082446,0.4688780487804878,0.4659182036888533,0.4799231313846465,0.495890980963279,0.4716791979949875,0.49641305446094774,0.458203732503888,0.46969096671949273,0.4515235457063712,0.45973763874873874
7,0.09891,0.09979,0.10144,0.10458,0.09984,0.10516,0.09629,0.09961,0.09637,0.09801,0.09913,0.09955,0.10132,0.10442,0.1,0.10546,0.09656,0.09924,0.09638,0.09795
8,0.4681227863046046,0.4655731065208587,0.48021800565199835,0.498037595538112,0.470981919888123,0.49750415973377704,0.4519948263854343,0.4705352676338169,0.4523691759817984,0.4614999499349153,0.4719859196245233,0.47103523142208625,0.4823125126339196,0.5040650406504066,0.47315096251266453,0.5029704964253348,0.4593175853018373,0.4691838977125161,0.4514125425766379,0.46178117048346057
8,0.09902,0.09943,0.10156,0.10492,0.09984,0.10526,0.09614,0.09966,0.09622,0.09795,0.09923,0.09944,0.10141,0.10501,0.09989,0.10563,0.09663,0.0991,0.09594,0.09772
9,0.4693061387722456,0.4690952523141235,0.4810407422347721,0.5053217459232497,0.47401479080133735,0.5038199463142681,0.460196823540875,0.47062930088760346,0.4517898095522984,0.46299657188949384,0.47260341593444566,0.471271153089335,0.483372317705685,0.512823335167859,0.47464523171578843,0.5104517869184086,0.4572541382667964,0.4733160103937638,0.4555676102179702,0.464098426784994
9,0.09897,0.09927,0.1015,0.1053,0.09984,0.10548,0.09633,0.09952,0.09595,0.09784,0.09916,0.09925,0.10136,0.10562,0.09976,0.10595,0.09641,0.0991,0.09581,0.09759
10,0.47135955831608,0.4671984047856431,0.4821464595521484,0.5058036181114713,0.4772727272727274,0.5078692493946732,0.45675413022351796,0.47765254566653725,0.45197852455756615,0.45930586563831943,0.47016471052372033,0.4692731829573935,0.48220658713164066,0.5040769391595235,0.47667009249743064,0.5068945426296367,0.45787118116365055,0.4723261768761078,0.4531437725270324,0.4652757078986587
10,0.099,0.09905,0.10147,0.10551,0.09994,0.10573,0.09627,0.0997,0.09576,0.09758,0.09909,0.09912,0.10136,0.10568,0.09985,0.10607,0.09637,0.09914,0.09569,0.09763
11,0.4706579727326614,0.46574241510950376,0.48071822077127113,0.5016576875259013,0.476405169822663,0.5019202363367798,0.45669673164581526,0.4696548988496628,0.4523383084577114,0.4600060673475579,0.4713375796178343,0.4658999192897497,0.47969802081207924,0.5005157829585312,0.47115094149632475,0.5034930630719275,0.452136075949367,0.46927765011489664,0.4510782747603833,0.46394639463946397
11,0.09905,0.09858,0.10169,0.10583,0.10002,0.10599,0.09644,0.09964,0.09546,0.0973,0.09925,0.09877,0.10147,0.1061,0.09977,0.10622,0.09629,0.0992,0.09537,0.09756
