Epoch:1   Accuracy:33.16
Epoch:2   Accuracy:44.94
Epoch:3   Accuracy:49.49
Epoch:4   Accuracy:51.52
Epoch:5   Accuracy:52.39
Epoch:6   Accuracy:50.05
Epoch:7   Accuracy:50.59
Epoch:8   Accuracy:52.13
Epoch:9   Accuracy:52.66
Epoch:10   Accuracy:52.72
Epoch:11   Accuracy:52.88
Epoch:12   Accuracy:52.92
Epoch:13   Accuracy:53.55
Epoch:14   Accuracy:54.30
Epoch:15   Accuracy:54.34
Epoch:16   Accuracy:54.56
Epoch:17   Accuracy:54.59
Epoch:18   Accuracy:54.72
Epoch:19   Accuracy:54.48
Epoch:20   Accuracy:54.61
Epoch:21   Accuracy:54.28
Epoch:22   Accuracy:54.48
Epoch:23   Accuracy:54.81
Epoch:24   Accuracy:54.14
Epoch:25   Accuracy:54.27
Epoch:26   Accuracy:54.02
Epoch:27   Accuracy:54.26
Epoch:28   Accuracy:53.91
Epoch:29   Accuracy:54.25
Epoch:30   Accuracy:53.54
Epoch:31   Accuracy:54.15
Epoch:32   Accuracy:54.36
Epoch:33   Accuracy:54.33
Epoch:34   Accuracy:53.87
Epoch:35   Accuracy:53.90
Epoch:36   Accuracy:53.84
Epoch:37   Accuracy:53.66
Epoch:38   Accuracy:53.82
Epoch:39   Accuracy:53.17
Epoch:40   Accuracy:53.41
Epoch:41   Accuracy:53.92
Epoch:42   Accuracy:53.60
Epoch:43   Accuracy:53.74
Epoch:44   Accuracy:53.24
Epoch:45   Accuracy:53.38
Epoch:46   Accuracy:53.71
Epoch:47   Accuracy:52.87
Epoch:48   Accuracy:53.43
Epoch:49   Accuracy:53.42
Epoch:50   Accuracy:53.43
Epoch:51   Accuracy:53.90
Epoch:52   Accuracy:53.57
Epoch:53   Accuracy:53.81
Epoch:54   Accuracy:53.59
Epoch:55   Accuracy:53.00
Epoch:56   Accuracy:53.00
Epoch:57   Accuracy:53.23
Epoch:58   Accuracy:53.20
Epoch:59   Accuracy:53.38
Epoch:60   Accuracy:53.20
Epoch:61   Accuracy:52.58
Epoch:62   Accuracy:53.57
Epoch:63   Accuracy:52.74
Epoch:64   Accuracy:52.76
Epoch:65   Accuracy:53.23
Epoch:66   Accuracy:53.00
Epoch:67   Accuracy:53.16
Epoch:68   Accuracy:52.76
Epoch:69   Accuracy:52.91
Epoch:70   Accuracy:52.68
Epoch:71   Accuracy:53.38
Epoch:72   Accuracy:53.05
Epoch:73   Accuracy:53.17
Epoch:74   Accuracy:53.17
Epoch:75   Accuracy:52.68
Epoch:76   Accuracy:52.66
