epoch,L_x,L_u,lambda_u,L_reg,L_total
6,1.6734429021676382,0.0010606964077548278,49.79166666666668,0.0027853626292198897,1.7164532095193863
6,1.5920439584196107,0.001720051255658238,49.79338842975207,0.0031901544002308087,1.6579326785300388
7,1.442053383969246,0.001478736907663154,74.822695035461,0.003988287331543017,1.5381891773947587
7,1.4439432064112085,0.0015364666426907817,74.81751824817518,0.0038880764712396,1.5433806441996218
8,1.4058281775418815,0.0014092506589095846,99.83766233766235,0.0044926846892778555,1.5333170472801505
8,1.4146327419786264,0.0014994317640254385,99.83443708609272,0.004524999135482242,1.5502614702609991
9,1.3669521572454921,0.001391114266559997,124.8427672955975,0.004980123887400863,1.5283165926453453
9,1.333860358994478,0.0013240619446150959,124.84076433121021,0.005258381607716868,1.4879334337392431
10,1.3426167723498768,0.001416955604269523,149.84177215189877,0.00581943642796029,1.542823989934559
10,1.3369735222828538,0.0014172533959521665,149.84177215189877,0.005117941282312327,1.5364226502708243
11,1.2851977626214157,0.0013708627402839076,174.8310810810811,0.005963302230009356,1.5137972316226445
11,1.282446133295695,0.0013891203371652712,174.83333333333334,0.006200736851120989,1.513794998327891
12,1.2352000302916406,0.001273786340880789,199.8322147651007,0.006639805686466346,1.480437959600615
12,1.2668780092424994,0.0013559179430539976,199.8322147651007,0.006881048623159928,1.527516657474057
13,1.2205362629890442,0.001297930513586228,224.83333333333334,0.006970569786305229,1.5028231132030487
13,1.2394098206361135,0.0012963277210171025,224.83333333333334,0.006955208231229335,1.5219145953655242
14,1.2384599208831788,0.0013029293601478761,249.83333333333334,0.006908621424809098,1.554754336675008
14,1.2346013367176056,0.0013036255030116687,249.83333333333334,0.00801758090655009,1.5521435538927715
15,1.2275581959883373,0.001288510235802581,274.83333333333337,0.007203170855840047,1.5726962518692016
15,1.210576456785202,0.0012746957037597895,274.83333333333337,0.007523024057348569,1.5523368887106577
16,1.2075190019607545,0.0012512866330022614,299.8333333333333,0.007701907819136977,1.574741621017456
16,1.2141194331645966,0.0012755735078826547,299.8333333333333,0.007587513425387442,1.5884891939163208
17,1.194002202351888,0.0012467025643369803,324.8333333333333,0.00803639431639264,1.5916500322024028
17,1.1997233931223552,0.0012554159677044179,324.8333333333333,0.007510271086357534,1.599387199083964
18,1.1916286273797354,0.001245209321884128,349.8333333333333,0.008948538137289385,1.6209039835135142
18,1.2138666129112243,0.0012703886709641665,349.8333333333333,0.0075707582524046305,1.6501209052403767
19,1.1940116357803345,0.0012202376845137526,374.8333333333333,0.008116811973353228,1.6441164517402649
19,1.1852265167236329,0.0012374291229449834,374.8333333333333,0.008216612807785472,1.6417642692724863
20,1.1749388666947682,0.001197606689723519,399.8333333333333,0.008165898978089293,1.6474659132957459
20,1.1948905046412488,0.0012247722884270035,399.83443708609275,0.0077533466719855735,1.6770005624815327
21,1.1962694895267487,0.001269450457378601,400.0,0.00875855982924501,1.7128082311153412
21,1.2170433698111023,0.001305293132988921,400.0,0.008410408818440525,1.7475710286209916
22,1.185781392830097,0.001186636457912044,400.0,0.0075641644945898595,1.6680001407269611
22,1.1931888555848835,0.0012338596557279345,400.0,0.0077834722666156216,1.6945161949719814
23,1.1806249164587614,0.0012168578868300118,400.0,0.008307982387255556,1.6756760521440317
23,1.1967190381706945,0.0012455549247606058,400.0,0.00813379755323839,1.7030748057839096
24,1.1744892849827444,0.0012063537367746013,400.0,0.008394308044383956,1.6654250898108578
24,1.1647602694713517,0.0011924708993343747,400.0,0.008607538622057695,1.650356164041734
25,1.1476248640887785,0.0011831753833654232,400.0,0.00903187162051631,1.6299268871743158
25,1.1779675460019647,0.0012239120358644385,400.0,0.009248881778118527,1.6767812402832587
26,1.1753782624045745,0.0012099384665581712,400.0,0.008589342282776604,1.6679429925040694
26,1.1285866356843355,0.001139088149108486,400.0,0.009068114297550839,1.5932900056933725
27,1.158373315083353,0.0012007106285493233,400.0,0.008393286748813759,1.6470508469562781
27,1.1468352959645505,0.0011995891953312748,400.0,0.008721903287219685,1.6353928884923064
28,1.1544551590555592,0.001185159120436047,400.0,0.008691456502818159,1.6372102624491642
28,1.1800281500184773,0.001248274907270841,400.0,0.008899081331856597,1.6882371890623837
29,1.1787461340427399,0.0012318799741287397,400.0,0.008365574317347062,1.6798636976041292
29,1.1684602376641027,0.001184013443968154,400.0,0.008698344634636151,1.6507639608635807
30,1.1426135662354922,0.001185626341075955,400.0,0.009706106067537084,1.6265702059394436
30,1.1427566728844547,0.0011769513150874451,400.0,0.009527531255110605,1.6230647287621403
31,1.1407227273050107,0.001172005690980433,400.0,0.009292029345248776,1.618817025893613
31,1.1609749359800325,0.0011909207901979076,400.0,0.0092038587768815,1.6465471106649234
32,1.1642626963163678,0.001229114557454044,400.0,0.009071092375578653,1.6649796209837262
32,1.142548864250941,0.0011581885705498473,400.0,0.008821451777456612,1.6146457515015507
33,1.1513259387330006,0.0011592736101240582,400.0,0.008967219453648125,1.6240026111665524
33,1.146128647374791,0.0011850890910888201,400.0,0.008392873520821038,1.6285571507270762
34,1.1381652304216434,0.0011473068344026902,400.0,0.008495008010772596,1.6055829728904523
34,1.1358441623630902,0.001168813529063559,400.0,0.008682344592984347,1.6120519199908174
35,1.1343574092576378,0.0011550350739669643,400.0,0.008302365478716399,1.6046737973627292
35,1.1172542905336933,0.0010982023027042345,400.0,0.009517807737115379,1.5660530144446774
