epoch,L_x,L_u,lambda_u,L_reg,L_total
6,1.5609535113269208,0.0012328290245290298,37.408088235294116,0.003057332415540027,1.5985678183097465
6,1.547370468116388,0.0017514666130698127,37.40853658536585,0.003302236746076676,1.598830608042275
7,1.3848884576245357,0.001508413539401759,56.16028708133971,0.0045841526035130305,1.4598555302505858
7,1.3455577065738349,0.001494137888165334,56.15985576923077,0.0052280771750912,1.420567865555103
8,1.3154855775490901,0.0014656008239033406,74.9102870813397,0.005598656197622169,1.4170631215903178
8,1.3022388761433272,0.001451444401027402,74.90985576923079,0.006074766364270965,1.4034502481898437
9,1.2958813355299845,0.0014353470353779504,93.6602870813397,0.006802914607334151,1.4235886671896756
9,1.251722081636007,0.0013435976064871424,93.65985576923079,0.00630116121744952,1.371268461816586
10,1.2469049649579185,0.0013600281718286818,112.41071428571429,0.007391800596157,1.394391492718742
10,1.247058914323743,0.001374425605200142,112.4102870813397,0.006581086336755367,1.3951613529447162
11,1.2331650489852541,0.0013199546282911406,131.16071428571428,0.006686512485057825,1.4007000443481263
11,1.2219275037447612,0.0013213078361115462,131.16071428571428,0.006924538457367037,1.3897740188099088
12,1.2074869854190338,0.0013082695430281497,149.9111374407583,0.007399081064926646,1.3986705665904764
12,1.1882846313065263,0.0012522512416231724,149.9111374407583,0.00770893203143154,1.3720682153204606
13,1.1946916360900086,0.0012924012438095404,168.6615566037736,0.0070749788154092315,1.4077418899198748
13,1.2088844764960205,0.0012897654625635261,168.6619718309859,0.007353611838098773,1.4215952823979194
14,1.1873877880708226,0.0012615580506565682,187.4115566037736,0.007698985157130321,1.419700584040498
14,1.1997841678138048,0.0012883837240086956,187.4115566037736,0.007500851026050887,1.4366363239175868
15,1.1850614090101415,0.0012336516958634893,206.1611374407583,0.007753514577700841,1.435723004182933
15,1.1866678165377311,0.0012526334067619897,206.1615566037736,0.007769350899286779,1.441096287572159
16,1.1707569104882907,0.0012191999378286847,224.91155660377356,0.008110671099890375,1.4415404307392408
16,1.1765006043334707,0.001255186544444359,224.91113744075832,0.008549778302910769,1.4554884038265283
17,1.1812284910622897,0.0012626757244349942,243.6619718309859,0.008315135547760087,1.4852534924314615
17,1.1815227376964856,0.0012479653678898136,243.66155660377356,0.007666638769530076,1.4816243170567278
18,1.1724575777568726,0.0012192523379934768,262.4119718309859,0.008056040552659004,1.4890398274005299
18,1.1794583654739488,0.0012442802733243247,262.4119718309859,0.007650005203746084,1.5019814067043609
19,1.1652040990865287,0.0012127620880185964,281.1619718309859,0.008163571322747799,1.503190665177896
19,1.1641146061576415,0.0012027947489165693,281.1623831775701,0.007631289341843852,1.4986267911496562
20,1.1600502900114642,0.0011795446159976136,299.9119718309859,0.008111906970278339,1.5108845211530515
20,1.1633231704223883,0.0012125557008693475,299.9119718309859,0.008484584278265286,1.5242308120772312
