Epoch:1   Accuracy:33.12
Epoch:2   Accuracy:44.78
Epoch:3   Accuracy:49.36
Epoch:4   Accuracy:51.51
Epoch:5   Accuracy:52.45
Epoch:6   Accuracy:50.60
Epoch:7   Accuracy:53.08
Epoch:8   Accuracy:54.22
Epoch:9   Accuracy:54.56
Epoch:10   Accuracy:55.07
Epoch:11   Accuracy:55.09
Epoch:12   Accuracy:55.43
Epoch:13   Accuracy:55.47
Epoch:14   Accuracy:55.41
Epoch:15   Accuracy:55.24
Epoch:16   Accuracy:54.97
Epoch:17   Accuracy:55.33
Epoch:18   Accuracy:56.01
Epoch:19   Accuracy:55.28
Epoch:20   Accuracy:54.93
Epoch:21   Accuracy:54.51
Epoch:22   Accuracy:55.28
Epoch:23   Accuracy:55.21
Epoch:24   Accuracy:55.19
Epoch:25   Accuracy:54.82
Epoch:26   Accuracy:55.06
Epoch:27   Accuracy:55.24
Epoch:28   Accuracy:55.00
Epoch:29   Accuracy:54.94
Epoch:30   Accuracy:54.59
Epoch:31   Accuracy:54.56
Epoch:32   Accuracy:54.87
Epoch:33   Accuracy:54.94
Epoch:34   Accuracy:54.76
Epoch:35   Accuracy:54.63
Epoch:36   Accuracy:55.18
Epoch:37   Accuracy:54.70
Epoch:38   Accuracy:54.67
Epoch:39   Accuracy:54.56
Epoch:40   Accuracy:54.58
Epoch:41   Accuracy:54.49
Epoch:42   Accuracy:54.58
Epoch:43   Accuracy:54.46
Epoch:44   Accuracy:54.50
Epoch:45   Accuracy:54.58
Epoch:46   Accuracy:54.07
Epoch:47   Accuracy:54.68
Epoch:48   Accuracy:53.56
Epoch:49   Accuracy:53.94
Epoch:50   Accuracy:53.76
Epoch:51   Accuracy:54.09
Epoch:52   Accuracy:53.96
Epoch:53   Accuracy:54.00
Epoch:54   Accuracy:53.01
Epoch:55   Accuracy:53.73
Epoch:56   Accuracy:53.80
Epoch:57   Accuracy:53.98
Epoch:58   Accuracy:53.87
Epoch:59   Accuracy:53.85
Epoch:60   Accuracy:53.63
Epoch:61   Accuracy:53.50
Epoch:62   Accuracy:53.72
Epoch:63   Accuracy:54.12
Epoch:64   Accuracy:54.15
Epoch:65   Accuracy:53.91
Epoch:66   Accuracy:53.61
Epoch:67   Accuracy:54.62
Epoch:68   Accuracy:53.94
Epoch:69   Accuracy:53.19
Epoch:70   Accuracy:53.59
Epoch:71   Accuracy:54.21
Epoch:72   Accuracy:53.81
Epoch:73   Accuracy:53.16
Epoch:74   Accuracy:53.72
Epoch:75   Accuracy:53.65
Epoch:76   Accuracy:53.32
Epoch:77   Accuracy:53.82
Epoch:78   Accuracy:53.64
Epoch:79   Accuracy:53.62
Epoch:80   Accuracy:53.41
Epoch:81   Accuracy:52.70
Epoch:82   Accuracy:53.24
Epoch:83   Accuracy:53.95
Epoch:84   Accuracy:53.50
