epoch,L_x,L_u,lambda_u,L_reg,L_total
6,1.6304257113086291,0.00103535199675455,49.79338842975207,0.002872466086602408,1.6724564083351576
6,1.6071369250615437,0.0016885612159967423,49.79166666666668,0.003103347717357489,1.6719442556301753
7,1.4435230429223973,0.0014537031688600136,74.82014388489209,0.0035026868329577736,1.5376280177411417
7,1.4558184051859206,0.0015705939031381538,74.81884057971016,0.0038445896884102535,1.5572745622932047
8,1.4015707330766067,0.0014413417746112042,99.83660130718954,0.0045129448659352814,1.5316793232961419
8,1.4097144548466662,0.0014974690175041654,99.83443708609272,0.004188287618496017,1.5448986793195965
9,1.3729642278785947,0.0013972926638796453,124.84177215189875,0.005270030505695864,1.5349579928796502
9,1.3568917100246136,0.0014272616379177915,124.83974358974362,0.0048788549671045095,1.5224036184641032
10,1.3275035468837884,0.001388749684637436,149.84177215189877,0.0055883326022473125,1.523745676761941
10,1.3419305067153493,0.0014200311648706863,149.8407643312102,0.0054707127544661146,1.5422894119457076
11,1.2595915073478543,0.0013160384157861306,174.8310810810811,0.006362075856068751,1.4793474549377286
11,1.2902870229880015,0.001397404888800035,174.83333333333334,0.0061777418401713175,1.5231168103218078
12,1.2540024534861247,0.0013253450219053776,199.83333333333334,0.006884931963092337,1.5094815643628439
12,1.260921097199122,0.0013256606203503906,199.83333333333334,0.006505751563236117,1.5158916028340657
13,1.2420241145292918,0.0012908570854536568,224.83333333333334,0.007682461921746532,1.5234410170714061
13,1.2273624128103255,0.001306904813585182,224.83333333333334,0.006929169765984019,1.5117403614521026
14,1.233523830572764,0.00127860624770013,249.83333333333334,0.007659588016880056,1.5448223221302033
14,1.2468960348765055,0.0013482580167086173,249.83333333333334,0.007129360870458186,1.5745036641756693
15,1.2443230752150218,0.0012906396621838211,274.83333333333337,0.006978309033438563,1.5899656045436859
15,1.2184114317099253,0.0012668705801479518,274.83333333333337,0.007289182965954145,1.5580827943483988
16,1.2203531380494435,0.0012431517883669586,299.8333333333333,0.007322728303261101,1.5852700551350911
16,1.2009775458566294,0.0012462907931736153,299.8322147651007,0.008415735357959798,1.5677937493228273
17,1.203633816242218,0.0012317439397641768,324.8333333333333,0.007942590626577536,1.5960629252592722
17,1.2144329739897044,0.001279026387500008,324.8322147651007,0.007900282812473559,1.621797682454922
18,1.2018411910533906,0.0012538546915554132,349.8333333333333,0.008369083157740534,1.6330230454603831
18,1.1996886110145775,0.001229672173339711,349.8322147651007,0.00825624452316321,1.6227223353097904
19,1.183932385444641,0.0012017493436966712,374.8333333333333,0.007969887158833445,1.6272197186946868
19,1.202342848649761,0.0012701051231573692,374.8322147651007,0.007915446734768431,1.6705155820654543
20,1.1782545701662699,0.0012040496163535862,399.8333333333333,0.007906568668161829,1.6525494492053985
20,1.1807352140445837,0.0012322870542564048,399.8322147651007,0.00914038256304526,1.6674886041839652
21,1.2050285653273265,0.0012467746747036774,400.0,0.008082492994144558,1.7118209218978881
21,1.1868853116995537,0.0012164661694386812,400.0,0.007914237732742756,1.6813860211596392
22,1.1743133103847503,0.001222802457632497,400.0,0.00807876794754217,1.671513058344523
22,1.1853980072339376,0.0012190288685572643,400.0,0.008048591520637274,1.68105814854304
23,1.1752259361743926,0.0011960903267997007,400.0,0.007940866122953593,1.6616029357910156
23,1.1783514455954234,0.0012184486025944353,400.0,0.007977581485950699,1.673708467880885
24,1.1733348055680592,0.0012181791379892578,400.0,0.009274044685686628,1.66988050421079
24,1.1819426937898,0.0012317011004779489,400.0,0.0074659758651008205,1.6820890974998475
25,1.163300151427587,0.0011997555380609507,400.0,0.008881490744339924,1.6520838530858357
25,1.1738334278265634,0.0012108030488404136,400.0,0.00847344591592749,1.6666280941168468
26,1.1651778332392375,0.0011804581482041006,400.0,0.008876040261238814,1.6462371309598287
26,1.1646727220217388,0.0011890039272839203,400.0,0.008713286028554042,1.6489875797430675
27,1.154162078898474,0.001198844272575483,400.0,0.009116189397057358,1.6428159735850152
27,1.1703918276243652,0.0011882178151181326,400.0,0.009216887712947383,1.654895838917486
28,1.1508314305583374,0.0011741630453539285,400.0,0.00860497225939438,1.6291016202099275
28,1.1499756610156684,0.0011713483119506808,400.0,0.008192541487885034,1.626707523074371
29,1.1732002942767363,0.0012245724351216255,400.0,0.00834783173585619,1.671377094376166
29,1.1745713416314283,0.0012110109471435357,400.0,0.008251567682658402,1.667227287166166
30,1.14766814061348,0.0011612670592476447,400.0,0.009081233436217076,1.6212562026567017
30,1.1485763219808112,0.001176023656318877,400.0,0.009213293514010922,1.6281990712841614
31,1.1525188191047568,0.0012005019064881648,400.0,0.008995881296435235,1.6417154598709762
31,1.1425996706975217,0.001165905728163691,400.0,0.009581735157962913,1.6185436971140224
32,1.133592705852938,0.001148459162533789,400.0,0.008796598076117256,1.6017729703164258
32,1.1593477556247584,0.001186729376998403,400.0,0.008652606991347888,1.642692110001646
33,1.1083910141559625,0.0011239140018873188,400.0,0.009892834725154454,1.5678494545008173
33,1.1403980780121505,0.001175311728248015,400.0,0.009066898935468288,1.6195896698149623
34,1.1217281676286104,0.0011471398976563617,400.0,0.009919893240173724,1.590504020255133
34,1.140424202147283,0.001155710972134808,400.0,0.008932253054808825,1.611640849787938
35,1.139089531061665,0.0011848380618778038,400.0,0.00847996068680474,1.6215047145521404
35,1.1221116100879092,0.001121608774778188,400.0,0.009019841207191348,1.5797749640125978
36,1.1334454606700417,0.0011645494875442606,400.0,0.008320133076111064,1.607585384356265
36,1.1487430577215396,0.0011831453946222993,400.0,0.008898248491612705,1.630899466966328
37,1.1418898513442592,0.0011661714130528516,400.0,0.008691224793437868,1.6170496426914867
37,1.123478353023529,0.00112289592985292,400.0,0.009333223934032468,1.5819699499780768
38,1.1507338159962703,0.0011965704859329363,400.0,0.008228683856462962,1.6375906941922087
38,1.1315179961292368,0.0011637978110995487,400.0,0.009398149891670695,1.6064352753915285
39,1.1357877376048189,0.001152413474061943,400.0,0.009527398326961128,1.6062805280089378
39,1.1321478670364933,0.0011889747620443814,400.0,0.008906289541444398,1.616644057788347
40,1.1357333244461763,0.0011365364145221018,400.0,0.009142455845568819,1.5994903492300134
40,1.140074591103353,0.0011995210119685477,400.0,0.009601429722112554,1.6294844225049019
41,1.1350483278694905,0.0011740017325791996,400.0,0.009199355042686588,1.6138483697646542
41,1.1265718111474263,0.0011579562784678082,400.0,0.008987094392068684,1.5987414176526822
42,1.1383745486014767,0.001207146802986053,400.0,0.009219722500634625,1.6304529924926006
42,1.1172642947027558,0.0011425757712506886,400.0,0.008897723078629688,1.5831923265206187
43,1.1142212556380975,0.0011263912155731017,400.0,0.009637853297662284,1.5744155888494693
43,1.1425783700848882,0.0011716553608972678,400.0,0.009110284070055442,1.6203507933961718
44,1.121397566246359,0.001173887949813721,400.0,0.009686237921031486,1.6006389824967635
44,1.101635856848014,0.0011132946285789857,400.0,0.009263383144953926,1.5562170971381037
45,1.1420731246471405,0.0011932307248858514,400.0,0.009146844432076537,1.628512264474442
45,1.1209835116016238,0.0011571191194219097,400.0,0.00925170155670984,1.5930828557986962
46,1.1173439923869937,0.0011459151432255137,400.0,0.009032863740637703,1.5847429127285355
46,1.1250943886606317,0.0011494942516851313,400.0,0.009024927137560505,1.5939170145674755
47,1.1216850704268406,0.0011693788617680855,400.0,0.009103283319793837,1.5985399006228698
47,1.122248616657759,0.0011597561539307016,400.0,0.009189693208195661,1.5953407711104344
48,1.1204088632213443,0.001149103288442252,400.0,0.008603563673157049,1.5886537428749234
48,1.1238341711853679,0.0011717892408150395,400.0,0.009627864689958332,1.6021777262028896
49,1.1270510160845089,0.0011629287155004206,400.0,0.009585311383715057,1.601807811680962
49,1.125202820489281,0.0011500105838900996,400.0,0.008531035271804094,1.5937380814238598
50,1.1279512678875643,0.00116647125181462,400.0,0.009447033106185058,1.603986800885668
50,1.1210818477705413,0.0011450729064272072,400.0,0.010269661765740392,1.5893806752815745
51,1.1122397295400208,0.0011490866946272577,400.0,0.008950746484295604,1.5808251542982712
51,1.120498823574166,0.0011654134590203076,400.0,0.009810560693343481,1.5964747663416894
