Epoch:1   Accuracy:87.05
Epoch:2   Accuracy:89.29
Epoch:3   Accuracy:87.76
Epoch:4   Accuracy:88.20
Epoch:5   Accuracy:87.93
Epoch:6   Accuracy:89.96
Epoch:7   Accuracy:91.04
Epoch:8   Accuracy:91.07
Epoch:9   Accuracy:91.41
Epoch:10   Accuracy:91.34
Epoch:11   Accuracy:91.53
Epoch:12   Accuracy:91.37
Epoch:13   Accuracy:90.97
Epoch:14   Accuracy:90.84
Epoch:15   Accuracy:91.55
Epoch:16   Accuracy:91.44
Epoch:17   Accuracy:90.84
Epoch:18   Accuracy:90.57
Epoch:19   Accuracy:90.91
Epoch:20   Accuracy:91.04
Epoch:21   Accuracy:91.40
Epoch:22   Accuracy:91.12
Epoch:23   Accuracy:91.15
Epoch:24   Accuracy:90.84
Epoch:25   Accuracy:90.90
Epoch:26   Accuracy:90.28
Epoch:27   Accuracy:90.41
Epoch:28   Accuracy:90.36
Epoch:29   Accuracy:90.09
Epoch:30   Accuracy:91.02
Epoch:31   Accuracy:91.12
Epoch:32   Accuracy:90.64
Epoch:33   Accuracy:90.16
Epoch:34   Accuracy:90.62
Epoch:35   Accuracy:90.97
Epoch:36   Accuracy:90.35
Epoch:37   Accuracy:91.17
Epoch:38   Accuracy:90.41
Epoch:39   Accuracy:90.84
Epoch:40   Accuracy:90.12
Epoch:41   Accuracy:90.14
Epoch:42   Accuracy:90.78
Epoch:43   Accuracy:91.00
Epoch:44   Accuracy:90.86
Epoch:45   Accuracy:91.33
Epoch:46   Accuracy:91.32
Epoch:47   Accuracy:91.07
Epoch:48   Accuracy:90.72
Epoch:49   Accuracy:91.21
Epoch:50   Accuracy:90.86
Epoch:51   Accuracy:90.59
Epoch:52   Accuracy:90.37
Epoch:53   Accuracy:90.31
Epoch:54   Accuracy:91.00
Epoch:55   Accuracy:90.72
Epoch:56   Accuracy:90.88
Epoch:57   Accuracy:91.35
Epoch:58   Accuracy:90.58
Epoch:59   Accuracy:91.26
Epoch:60   Accuracy:91.03
Epoch:61   Accuracy:90.97
Epoch:62   Accuracy:90.62
Epoch:63   Accuracy:90.78
Epoch:64   Accuracy:90.59
