epoch,w_net_1_0,w_net_1_1,w_net_1_2,w_net_1_3,w_net_1_4,w_net_1_5,w_net_1_6,w_net_1_7,w_net_1_8,w_net_1_9,w_net_2_0,w_net_2_1,w_net_2_2,w_net_2_3,w_net_2_4,w_net_2_5,w_net_2_6,w_net_2_7,w_net_2_8,w_net_2_9
6,0.7890658631080499,0.7914220320429893,0.7740577385725742,0.7779605263157895,0.7853537758308733,0.7812986537228683,0.7851798708619453,0.7865822526294292,0.7874910430955062,0.7801487862176977,0.7892312753591402,0.782365503915387,0.7771260997067448,0.7792532926962011,0.7997119751855544,0.7803112558812885,0.7736207387712468,0.77052541648868,0.796011272490787,0.7837215990796664
6,0.10066,0.10097,0.09875,0.09925,0.10019,0.09967,0.10017,0.10035,0.10046,0.09953,0.10077,0.0999,0.09923,0.0995,0.10211,0.09963,0.09878,0.09838,0.10164,0.10007
7,0.8095869647593785,0.8062317429406037,0.8154425612052731,0.8109916852565402,0.8141481791544579,0.8252993861326356,0.8099502487562189,0.8136394328156651,0.8062487319943193,0.8021229721610255,0.8131985615706094,0.8047360248447205,0.8191330343796712,0.8139957588609512,0.8078536027449486,0.8288139101635272,0.8097037184330881,0.8145397693961305,0.8058505309557203,0.8053553038105046
7,0.10022,0.10015,0.09964,0.09961,0.10027,0.10071,0.09999,0.10031,0.09991,0.09919,0.10043,0.09947,0.10005,0.09986,0.10076,0.10085,0.09924,0.09935,0.1004,0.0996
8,0.8112240053176336,0.8053854379313696,0.8158882402001668,0.8144829767049646,0.8093812375249501,0.8243337658448947,0.8036903176716759,0.8136915934011657,0.8058829558265861,0.80641158221303,0.814251875246743,0.8061428001595532,0.8126075078417485,0.8162318242755491,0.8096479791395046,0.8243469689502217,0.8104510232465726,0.8157740993184031,0.8048141806828483,0.8048385464115801
8,0.10015,0.09987,0.09996,0.09988,0.10011,0.10103,0.09969,0.10032,0.09972,0.09927,0.10038,0.09941,0.10006,0.10009,0.10041,0.10108,0.09943,0.09973,0.09997,0.09944
9,0.8126213592233009,0.8052647030042078,0.8135384615384615,0.812436496647023,0.8083892281509661,0.819438877755511,0.8089786080144622,0.8143163643456213,0.8047063555913113,0.8039938556067588,0.8098664899157277,0.8055013655872025,0.8187709030100334,0.8115110759493671,0.8064901453314752,0.8271966527196652,0.8086285375024738,0.8130473285447211,0.804932735426009,0.8052953156822811
9,0.10018,0.09974,0.10007,0.09998,0.10002,0.10105,0.09973,0.10036,0.09962,0.09926,0.10025,0.09938,0.10028,0.10008,0.10016,0.10131,0.0995,0.09986,0.09978,0.0994
10,0.8105593104123812,0.8049690660905431,0.8104696875646596,0.811672992101754,0.8063237189017742,0.8196243848548759,0.8051231527093596,0.8100165967001854,0.8044221105527638,0.8043655650754794,0.8109069353882632,0.80452896774826,0.8164868545092699,0.8088325495808628,0.8057887977872172,0.8184303006638032,0.8080361528637391,0.8130632911392405,0.803725215301422,0.8022331757368474
10,0.10019,0.0997,0.1001,0.10005,0.09996,0.10111,0.09969,0.10032,0.09959,0.0993,0.10024,0.09939,0.10041,0.10005,0.10004,0.10128,0.09957,0.09998,0.09969,0.09935
