Epoch:1   Accuracy:33.18
Epoch:2   Accuracy:44.87
Epoch:3   Accuracy:49.40
Epoch:4   Accuracy:51.46
Epoch:5   Accuracy:52.42
Epoch:6   Accuracy:50.73
Epoch:7   Accuracy:52.82
Epoch:8   Accuracy:53.98
Epoch:9   Accuracy:54.15
Epoch:10   Accuracy:55.33
Epoch:11   Accuracy:55.09
Epoch:12   Accuracy:55.11
Epoch:13   Accuracy:55.29
Epoch:14   Accuracy:55.27
Epoch:15   Accuracy:55.18
Epoch:16   Accuracy:55.12
Epoch:17   Accuracy:55.02
Epoch:18   Accuracy:54.89
Epoch:19   Accuracy:55.63
Epoch:20   Accuracy:55.54
Epoch:21   Accuracy:55.31
Epoch:22   Accuracy:55.17
Epoch:23   Accuracy:54.26
Epoch:24   Accuracy:55.04
Epoch:25   Accuracy:54.80
Epoch:26   Accuracy:55.20
Epoch:27   Accuracy:54.81
Epoch:28   Accuracy:54.80
Epoch:29   Accuracy:54.88
Epoch:30   Accuracy:55.29
Epoch:31   Accuracy:54.81
Epoch:32   Accuracy:54.90
Epoch:33   Accuracy:54.84
Epoch:34   Accuracy:54.02
Epoch:35   Accuracy:54.53
Epoch:36   Accuracy:54.46
Epoch:37   Accuracy:54.27
Epoch:38   Accuracy:54.17
Epoch:39   Accuracy:54.12
Epoch:40   Accuracy:54.61
Epoch:41   Accuracy:54.76
Epoch:42   Accuracy:54.16
Epoch:43   Accuracy:54.03
Epoch:44   Accuracy:54.36
Epoch:45   Accuracy:54.36
Epoch:46   Accuracy:54.64
Epoch:47   Accuracy:54.10
Epoch:48   Accuracy:54.12
Epoch:49   Accuracy:53.80
Epoch:50   Accuracy:53.54
Epoch:51   Accuracy:53.78
Epoch:52   Accuracy:53.88
Epoch:53   Accuracy:54.36
Epoch:54   Accuracy:53.78
Epoch:55   Accuracy:53.21
Epoch:56   Accuracy:54.12
Epoch:57   Accuracy:54.24
Epoch:58   Accuracy:53.86
Epoch:59   Accuracy:53.85
Epoch:60   Accuracy:53.73
Epoch:61   Accuracy:53.41
Epoch:62   Accuracy:53.67
Epoch:63   Accuracy:54.01
Epoch:64   Accuracy:53.79
Epoch:65   Accuracy:53.88
Epoch:66   Accuracy:53.46
Epoch:67   Accuracy:53.33
Epoch:68   Accuracy:53.58
Epoch:69   Accuracy:53.14
Epoch:70   Accuracy:53.75
Epoch:71   Accuracy:53.64
Epoch:72   Accuracy:53.57
Epoch:73   Accuracy:53.50
Epoch:74   Accuracy:53.95
Epoch:75   Accuracy:53.35
Epoch:76   Accuracy:52.80
Epoch:77   Accuracy:53.32
Epoch:78   Accuracy:52.57
Epoch:79   Accuracy:51.64
Epoch:80   Accuracy:52.76
Epoch:81   Accuracy:53.32
Epoch:82   Accuracy:52.69
Epoch:83   Accuracy:53.27
Epoch:84   Accuracy:52.85
Epoch:85   Accuracy:53.07
Epoch:86   Accuracy:52.97
Epoch:87   Accuracy:53.24
Epoch:88   Accuracy:52.97
Epoch:89   Accuracy:53.47
Epoch:90   Accuracy:53.27
Epoch:91   Accuracy:53.34
Epoch:92   Accuracy:52.90
Epoch:93   Accuracy:52.85
Epoch:94   Accuracy:53.03
Epoch:95   Accuracy:52.75
Epoch:96   Accuracy:53.02
Epoch:97   Accuracy:53.30
Epoch:98   Accuracy:52.95
Epoch:99   Accuracy:53.05
Epoch:100   Accuracy:52.55
Epoch:101   Accuracy:52.74
Epoch:102   Accuracy:53.12
Epoch:103   Accuracy:52.92
Epoch:104   Accuracy:52.22
Epoch:105   Accuracy:53.63
Epoch:106   Accuracy:53.08
Epoch:107   Accuracy:53.20
Epoch:108   Accuracy:52.68
Epoch:109   Accuracy:52.83
Epoch:110   Accuracy:53.50
Epoch:111   Accuracy:52.77
Epoch:112   Accuracy:52.42
Epoch:113   Accuracy:52.83
Epoch:114   Accuracy:53.06
Epoch:115   Accuracy:52.59
Epoch:116   Accuracy:52.92
Epoch:117   Accuracy:52.62
Epoch:118   Accuracy:53.21
Epoch:119   Accuracy:52.89
Epoch:120   Accuracy:52.75
Epoch:121   Accuracy:52.95
Epoch:122   Accuracy:52.87
Epoch:123   Accuracy:52.32
Epoch:124   Accuracy:53.10
Epoch:125   Accuracy:52.61
Epoch:126   Accuracy:52.95
Epoch:127   Accuracy:52.58
