epoch,w_net_1_0,w_net_1_1,w_net_1_2,w_net_1_3,w_net_1_4,w_net_1_5,w_net_1_6,w_net_1_7,w_net_1_8,w_net_1_9,w_net_2_0,w_net_2_1,w_net_2_2,w_net_2_3,w_net_2_4,w_net_2_5,w_net_2_6,w_net_2_7,w_net_2_8,w_net_2_9
6,0.7110166059133253,0.713001797483523,0.7056928034371643,0.7094354520331623,0.7163364334816014,0.724735516372796,0.7076906935263876,0.7026947574718275,0.7113506916192025,0.6953245749613601,0.7102683434003367,0.712280701754386,0.7031878371750858,0.7124102564102563,0.7171279424800552,0.7276138322685326,0.7137295081967212,0.7007486022931868,0.7135673127291776,0.6968648208469055
6,0.10018,0.10046,0.09943,0.09996,0.10093,0.10211,0.09971,0.09901,0.10023,0.09797,0.09993,0.10021,0.09893,0.10023,0.10089,0.10237,0.10041,0.09859,0.10039,0.09804
7,0.727743574709274,0.7309120096317849,0.7269432138542086,0.7404277516953574,0.734025234025234,0.7419293035731391,0.7230769230769231,0.7239221820314792,0.7236119585112873,0.7135673338026753,0.7306462552078287,0.7311495056426645,0.7243448689737948,0.7428123366440147,0.7347619528959871,0.7433610780816489,0.7240966260730686,0.7242935635792779,0.721608040201005,0.7131954207672223
7,0.10003,0.10039,0.0996,0.1008,0.10084,0.10197,0.09947,0.09918,0.09976,0.09795,0.10008,0.10025,0.09915,0.10107,0.10084,0.10216,0.09986,0.09897,0.09968,0.09793
8,0.7310258145605724,0.7324253955537752,0.727788279773157,0.7443719755943614,0.736385639370714,0.745382323733863,0.7235934845608074,0.7257719945620509,0.722943722943723,0.7138523761375126,0.7297965392660202,0.7327927215189873,0.7311075569772092,0.7457101509199917,0.7357832067337302,0.7488647581441263,0.723823051948052,0.7252931323283082,0.7236150424585523,0.7146024387785952
8,0.10005,0.10035,0.09962,0.10118,0.10083,0.102,0.09934,0.09925,0.0995,0.09788,0.09999,0.10024,0.09943,0.10138,0.10077,0.10225,0.09957,0.09905,0.09944,0.09787
9,0.7304238679154196,0.7320660330165083,0.7309906690490371,0.7495751911639762,0.734509643003693,0.7483921262911712,0.7249357326478149,0.724928928536418,0.7228539800744691,0.7132174616006468,0.7306059436510999,0.7350014776869274,0.7316466196598921,0.7501879497368704,0.7321501427988576,0.7442290834713159,0.7253227215374163,0.7237260379539543,0.724054462934947,0.7144016227180527
9,0.10001,0.10029,0.09971,0.10151,0.10074,0.10209,0.09929,0.09922,0.09934,0.0978,0.09997,0.10032,0.09959,0.10169,0.10061,0.10214,0.09948,0.09903,0.09934,0.09783
10,0.7307465038408509,0.7334125569419687,0.7313341493268054,0.7466850535695343,0.7347986852917008,0.744106463878327,0.7254901960784315,0.7247202441505595,0.7251878212732306,0.7150238473767885,0.7294001966568338,0.7335988053758089,0.7280516077008365,0.7432866770347331,0.733076220440475,0.7455984174085064,0.7239800995024875,0.7262723521320495,0.7240011896500447,0.7149180162961473
10,0.1,0.1003,0.09977,0.10164,0.10069,0.10202,0.09928,0.0992,0.09931,0.0978,0.09996,0.10034,0.09962,0.10171,0.10057,0.10213,0.09941,0.09912,0.0993,0.09784
11,0.728790393439422,0.732020292450015,0.7315476789849965,0.7424063539766019,0.7329424845850602,0.744776851397744,0.7238886174890082,0.724420990911756,0.7234255916566386,0.7141418211120065,0.7311124330755503,0.7318358016101779,0.7295429868719772,0.7476625470177323,0.7311363408017683,0.7425358666149671,0.7235868600177567,0.7234381217668125,0.7245771144278607,0.7141992128368151
11,0.09993,0.10027,0.09993,0.10198,0.10059,0.10201,0.09917,0.09925,0.09909,0.09777,0.1,0.10035,0.09981,0.10214,0.10042,0.102,0.09916,0.09922,0.09908,0.0978
12,0.7309930178432893,0.7322834645669292,0.7295230428657677,0.7465468099101075,0.733078162771958,0.7452475151983016,0.721180148495506,0.7250737463126844,0.7219821087546487,0.7143431500653332,0.7290844514601421,0.7320099255583127,0.7304560260586319,0.7442756259362294,0.7319566550807606,0.7443298969072165,0.7216261443055418,0.7242610593136283,0.7224889955982393,0.7131923464249748
12,0.09998,0.10026,0.09996,0.10211,0.10052,0.10206,0.09908,0.09924,0.09901,0.09776,0.09995,0.10037,0.09997,0.10217,0.10034,0.10202,0.09908,0.09921,0.09909,0.0978
13,0.7289829512051734,0.7317824833482454,0.7297130515273064,0.7429718875502008,0.731724206152933,0.7416887319799941,0.7215443088617723,0.7246835443037976,0.7230061042729911,0.7126971289931258,0.7282734646581692,0.7328086571569109,0.7292945557009158,0.7421689238085393,0.730541368743616,0.7466514380645831,0.721837259948525,0.7251166407465007,0.7241996420759594,0.7156
13,0.09997,0.10029,0.10006,0.10211,0.10044,0.102,0.09907,0.09925,0.09905,0.09776,0.09995,0.10041,0.09996,0.10212,0.10023,0.102,0.09907,0.09925,0.09915,0.09786
14,0.7283041401273885,0.7307385229540918,0.729767349373633,0.7415730337078652,0.7331847649918963,0.7452513966480447,0.7212060301507538,0.7258951838625616,0.7221395256524759,0.7148010822727728,0.7280770743216674,0.7329780935464772,0.7269923390707392,0.7426815293259714,0.7320019970044933,0.7434119278779473,0.720056270096463,0.723256735340729,0.7229844767150726,0.7144011310846294
14,0.09996,0.1003,0.10007,0.10195,0.10045,0.10197,0.09902,0.09933,0.09908,0.09786,0.09995,0.10042,0.0999,0.10198,0.1003,0.10205,0.09899,0.0993,0.09919,0.09793
15,0.7300232738557021,0.7306081754735793,0.7299907531079831,0.7452215464813206,0.7304133251079581,0.7431876852471555,0.7249444283367159,0.7254593691657659,0.7223316266246554,0.7141697117336581,0.7294517224648229,0.7314529744761148,0.7290766208251473,0.7456469032400265,0.7320055215933741,0.743990137661804,0.7238907188529355,0.724730323611666,0.7243697478991596,0.714939783019807
15,0.09998,0.10027,0.10008,0.10195,0.10038,0.10199,0.09904,0.09939,0.09905,0.09788,0.09996,0.10037,0.09994,0.10205,0.10027,0.10201,0.099,0.09926,0.0992,0.09794
16,0.7289483896003104,0.7313314895298301,0.7277805992889792,0.7447680690399137,0.7317907444668008,0.741469057258531,0.7215239591516104,0.724096863834855,0.7218569839182765,0.7143714971977582,0.728639317234022,0.73118600258475,0.7291054604396717,0.7465835793156226,0.7309918180003991,0.7406702208682407,0.7202839148255523,0.7253369798788826,0.7224957299306742,0.7143145976546704
16,0.10002,0.10028,0.1,0.10204,0.10037,0.10193,0.09901,0.09941,0.09903,0.09791,0.09992,0.10038,0.09995,0.10205,0.1003,0.10199,0.09893,0.09934,0.09918,0.09797
17,0.7270780611251704,0.7305616630021987,0.7259771986970684,0.7419900602728138,0.7316831683168317,0.742129809560824,0.7205397301349326,0.7258128469468677,0.7216329797878727,0.714859437751004,0.7282907662082514,0.7320915485980383,0.7287601025034496,0.741042849767682,0.7296905722860395,0.7388654016320912,0.7199203187250995,0.72513063196293,0.7225340817963111,0.7134201757043319
17,0.09996,0.10028,0.09996,0.10197,0.10038,0.10189,0.09904,0.09948,0.09907,0.09797,0.09993,0.10042,0.09995,0.102,0.10027,0.10188,0.09892,0.09941,0.09921,0.09801
18,0.7291424136592938,0.7321093672885204,0.7279485633916014,0.7389770723104057,0.7318863049095607,0.7417092475703837,0.7210087370929308,0.7266145380828266,0.7226698497960808,0.7130647130647131,0.7285979845416299,0.7314768771755344,0.7278827294311965,0.7409412744689712,0.7297944522051487,0.7420360448124697,0.719438079107303,0.723173853120693,0.7222167145831268,0.7122871046228711
18,0.09997,0.1003,0.09992,0.10187,0.1004,0.1019,0.09903,0.09955,0.09907,0.09799,0.09999,0.10043,0.09996,0.10202,0.10031,0.1018,0.09891,0.0994,0.09921,0.09797
19,0.7273083709076652,0.730242781496653,0.726424459003375,0.7375455650060754,0.7312081857536403,0.7429321486268174,0.7200606366851945,0.7227025940076413,0.721463463263882,0.7126982523487222,0.7277425646026329,0.7308079790449324,0.7266421868625051,0.7408610885458977,0.7296805499393448,0.7410457386645501,0.7205024231035506,0.7231073725878279,0.7223993622957354,0.7144006436041834
19,0.1,0.10034,0.09988,0.10181,0.1004,0.10189,0.09906,0.09951,0.09911,0.09799,0.10001,0.1004,0.09997,0.102,0.10027,0.10176,0.09895,0.09943,0.09922,0.09799
20,0.7266243282852956,0.7311923877490336,0.7266024984640589,0.7376915219611848,0.7317632970761401,0.7400670663550453,0.7229009113825867,0.7240493827160495,0.7224784439542811,0.7149822244794312,0.7282046275505223,0.7304156674660272,0.725977568960291,0.7361282367447595,0.7306812531079065,0.7419354838709677,0.7197426618415762,0.7226682525522847,0.722502522704339,0.7144574691914638
20,0.09996,0.10041,0.09984,0.10166,0.10049,0.10186,0.09905,0.09952,0.09916,0.09806,0.10005,0.10045,0.09996,0.10181,0.10031,0.10178,0.09891,0.09944,0.09924,0.09805
21,0.7293116782675948,0.7314851485148515,0.7247207968608512,0.7391041162227603,0.7306954678510145,0.7416774967509747,0.7190763052208835,0.7227722772277227,0.7221427111020242,0.7127486804709704,0.7264485612928656,0.7318905921250376,0.7263097072419107,0.7403700333636639,0.7301458670988654,0.7422400803616274,0.7165290098908943,0.7226974338571713,0.721130713712911,0.7138542086186066
21,0.10001,0.10045,0.09979,0.10154,0.1005,0.1019,0.09902,0.09953,0.09921,0.09805,0.10004,0.10052,0.09994,0.10169,0.10033,0.10188,0.09885,0.09942,0.09925,0.09809
22,0.7282521947326416,0.7305544475468687,0.7251602564102564,0.7377381434941224,0.7309472385066338,0.7390783961699581,0.7228737557898886,0.7226020707169368,0.7227961087152742,0.7137423681313182,0.7273712203289668,0.7310621242484969,0.7252170401776701,0.7374218517415898,0.7298827335220379,0.740444266559936,0.7188722785191131,0.7222276790099205,0.7216703831339955,0.7145432692307692
22,0.10006,0.10047,0.09979,0.10145,0.1005,0.10184,0.09911,0.09946,0.09926,0.09805,0.10004,0.10052,0.09987,0.10162,0.10037,0.10195,0.09885,0.09937,0.09926,0.09815
23,0.7282910483484921,0.7314473553142744,0.725946332006938,0.7378086104876556,0.7303439180277975,0.7408127751049237,0.7206872299809103,0.7277546383945475,0.721663108671343,0.7132789690929227,0.7275309393386082,0.730532989894987,0.7255340793489319,0.7342712771227584,0.7315872390705003,0.7425161812297734,0.7187405693592194,0.7223478517353259,0.7231847771657487,0.7133413461538461
