epoch,L_x,L_u,lambda_u,L_reg,L_total
6,1.4247787827782208,0.0014966449569642757,3.1212529976019185,0.004182808703214725,1.4324406512635504
6,1.4363407486974484,0.0016378708166621112,3.1212885985748215,0.0040158903742797515,1.4441334116770366
7,1.312961182496161,0.0014533643896458106,4.683716707021792,0.00570354197336672,1.3243202989961564
7,1.3016007364664264,0.0014689162090133641,4.683707524271845,0.005856112583802597,1.3131886795886512
8,1.2645425359600957,0.0014003270817977078,6.246207524271844,0.0058490421582867835,1.2780348655668277
8,1.2599323673259892,0.0014266661713024434,6.246198296836983,0.0061999748522130246,1.2739286709875957
9,1.224055995495574,0.0013508880615473986,7.808707524271844,0.006439388740369236,1.2399846697316586
9,1.2167046177416243,0.0013442062936386732,7.808698296836983,0.006652029338825286,1.2328054147915248
10,1.2084449804523616,0.0013196621642863938,9.367433414043584,0.006459919677864199,1.22623877979598
10,1.216114485956566,0.001331589239244699,9.371216707021793,0.006477084546406318,1.2340247322225686
11,1.2085241552703894,0.001317381763833036,10.933716707021793,0.0066824986139362,1.2285894175707284
11,1.2055775025040631,0.0013101104085090692,10.933725845410628,0.006341228025385003,1.225219807619058
12,1.1736327868018417,0.0012637150082017755,12.496198296836983,0.00683457004101811,1.1952677598254815
12,1.1931572252009288,0.0013014638298527754,12.496234939759034,0.0067753127304814665,1.2151754876217211
13,1.181999332246711,0.0012932323738504155,14.058716707021793,0.006805233155900373,1.2059762716004692
13,1.1847158378133407,0.001275439245126528,14.058743990384615,0.007296458940030648,1.2089434877897685
14,1.1630904262768473,0.0012763295101776836,15.621225845410628,0.007342908372832597,1.1893800776361843
14,1.17019990811865,0.001289865717218897,15.621234939759034,0.007340477985408472,1.1966832495597473
15,1.1717050515401821,0.0012744590059390669,17.183743990384613,0.006835195632167877,1.19943989526767
15,1.173178834430242,0.001290645448944236,17.183716707021794,0.007395230497506427,1.2017423777545624
16,1.1618794295936823,0.00125615623815415,18.746243990384613,0.006887826693575614,1.1913385753734753
16,1.1667271986853875,0.001266754726832956,18.74625299760192,0.007229702438314934,1.1967074590907107
17,1.1547532578786979,0.001248888598288781,20.308743990384613,0.007134033220958931,1.1862710538105323
17,1.166525848209858,0.0012693333069714403,20.308743990384613,0.0072422273593614455,1.1985539057506964
18,1.1524154177958446,0.0012469079936056106,21.87125299760192,0.007466354468229899,1.1861729996381618
18,1.158539482872549,0.0012600993842547604,21.87125299760192,0.007242569688995697,1.1923558854942413
19,1.1484501480769653,0.0012370022461534692,23.433743990384613,0.007063038794373055,1.1835385722896228
19,1.146396307636508,0.001229384543786799,23.43375299760192,0.007489435680152522,1.1817385647222578
20,1.1482018401011003,0.0012319164721371172,24.99625299760192,0.007066717179831591,1.185103747770369
20,1.1575031153303827,0.0012486054261502022,24.99625299760192,0.0072757334619251305,1.1950100015679137
21,1.1529169824483583,0.001246700621555097,25.0,0.007433716257435562,1.1915182135373854
